volcano_number,volcano_name,country,latitude,longitude,vei,start_year,start_day,eruption_times,eruption_start_time,eruption_start_time_numeric,eruption_start_time_numeric_full,eruption_frequency,primary_volcano_type
331010,Endeavour Segment,Canada,47.95,-129.1,0.0,-3490.0,0.0,2,3490-BCE-00-00,-3490.083333333333,-3489.9972602739726,Low (0-2),Others
257060,Epi,Vanuatu,-16.68,168.37,2.0,2004.0,16.0,14,2004-02-16,2004.127135348226,2004.127168949772,High (>10),Stratovolcanoes
213010,Erciyes Dagi,Turkey,38.531,35.447,2.0,253.0,0.0,2,0253-00-00,252.91666666666663,253.0027397260274,Low (0-2),Stratovolcanoes
390020,Erebus,Antarctica,-77.53,167.17,2.0,1972.0,16.0,22,1972-12-16,1972.9604686815596,1972.960502283105,High (>10),Stratovolcanoes
221080,Erta Ale,Ethiopia,13.6,40.67,0.0,1967.0,2.0,7,1967-07-02,1967.5054752518613,1967.5054794520547,Medium (3-10),Shield
285011,Esan,Japan,41.805,141.166,1.0,1874.0,8.0,8,1874-06-08,1874.438567674113,1874.4385844748856,Medium (3-10),Lava Domes
374020,Esjufjoll,Iceland,64.25,-16.583,1.0,1927.0,5.0,1,1927-09-05,1927.680354796321,1927.680365296804,Low (0-2),Stratovolcanoes
211060,Etna,Italy,37.748,14.999,2.0,2013.0,3.0,241,2013-09-03,2013.6748795444591,2013.6748858447488,High (>10),Stratovolcanoes
290050,Etorofu-Atosanupuri [Atosanupuri],Japan - administered by Russia,44.808,147.131,2.0,1932.0,0.0,2,1932-00-00,1931.9166666666667,1932.0027397260276,Low (0-2),Stratovolcanoes
290070,Etorofu-Yakeyama [Grozny Group],Japan - administered by Russia,45.012,147.871,2.0,2013.0,16.0,7,2013-02-16,2013.127135348226,2013.127168949772,Medium (3-10),Complex
372020,Eyjafjallajokull,Iceland,63.633,-19.633,4.0,2010.0,20.0,5,2010-03-20,2010.2214191852825,2010.2214611872143,Medium (3-10),Stratovolcanoes
284140,Farallon de Pajaros,United States,20.546,144.893,0.0,1967.0,27.0,18,1967-03-27,1967.240582566798,1967.2406392694063,High (>10),Stratovolcanoes
382010,Fayal,Portugal,38.6,-28.73,2.0,1957.0,27.0,2,1957-09-27,1957.740582566798,1957.7406392694063,Low (0-2),Stratovolcanoes
221190,Fentale,Ethiopia,8.975,39.93,0.0,1820.0,0.0,2,1820-00-00,1819.9166666666667,1820.0027397260276,Low (0-2),Stratovolcanoes
311350,Fisher,United States,54.65,-164.43,2.0,1830.0,0.0,6,1830-08-00,1830.5833333333333,1830.5860730593608,Medium (3-10),Stratovolcanoes
382001,Flores,Portugal,39.462,-31.216,2.0,-950.0,0.0,2,950-BCE-00-00,-950.0833333333334,-949.9972602739726,Low (0-2),Stratovolcanoes
384010,Fogo,Cape Verde,14.95,-24.35,3.0,2014.0,23.0,12,2014-11-23,2014.8962987297416,2014.8963470319636,High (>10),Stratovolcanoes
223001,Fort Portal,Uganda,0.7,30.25,2.0,-2120.0,0.0,2,2120-BCE-00-00,-2120.083333333333,-2119.9972602739726,Low (0-2),Craters and Cones
233020,"Fournaise, Piton de la",France,-21.244,55.708,2.0,2020.0,10.0,194,2020-02-10,2020.1107095926411,2020.1107305936075,High (>10),Shield
373070,Fremrinamar,Iceland,65.416,-16.666,2.0,1823.0,0.0,5,1823-00-00,1822.9166666666667,1823.0027397260276,Medium (3-10),Stratovolcanoes
342090,Fuego,Guatemala,14.473,-90.88,3.0,2002.0,4.0,79,2002-01-04,2002.0109505037235,2002.0109589041097,High (>10),Stratovolcanoes
283030,Fujisan,Japan,35.361,138.728,2.0,1854.0,23.0,67,1854-12-23,1854.9796320630749,1854.9796803652969,High (>10),Stratovolcanoes
282091,Fukue,Japan,32.657,128.849,2.0,-400.0,0.0,1,400-BCE-00-00,-400.0833333333333,-399.9972602739726,Low (0-2),Shield
382100,Furnas,Portugal,37.77,-25.32,5.0,1630.0,3.0,9,1630-09-03,1630.6748795444591,1630.6748858447488,Medium (3-10),Stratovolcanoes
334070,Galapagos Rift,Undersea Features,0.792,-86.15,0.0,1996.0,2.0,2,1996-07-02,1996.5054752518613,1996.5054794520547,Low (0-2),Others
351080,Galeras,Colombia,1.22,-77.37,2.0,2012.0,13.0,42,2012-05-13,2012.3689224704335,2012.3689497716896,High (>10),Complex
263140,Galunggung,Indonesia,-7.25,108.058,1.0,1984.0,9.0,7,1984-01-09,1984.0246386333768,1984.024657534247,Medium (3-10),Stratovolcanoes
268060,Gamalama,Indonesia,0.8,127.33,1.0,2018.0,4.0,87,2018-10-04,2018.7609505037235,2018.7609589041097,High (>10),Stratovolcanoes
300210,Gamchen,Russia,54.974,160.703,2.0,-550.0,0.0,2,550-BCE-00-00,-550.0833333333334,-549.9972602739726,Low (0-2),Complex
268040,Gamkonora,Indonesia,1.38,127.53,1.0,2013.0,23.0,14,2013-01-23,2013.0629653964083,2013.06301369863,High (>10),Stratovolcanoes
320200,Garibaldi,Canada,49.85,-123.0,3.0,-8060.0,0.0,1,8060-BCE-00-00,-8060.083333333333,-8059.997260273973,Low (0-2),Stratovolcanoes
257020,Gaua,Vanuatu,-14.27,167.5,1.0,2011.0,17.0,16,2011-09-17,2011.71320630749,2011.7132420091325,High (>10),Stratovolcanoes
263060,Gede-Pangrango,Indonesia,-6.77,106.965,2.0,1957.0,13.0,26,1957-03-13,1957.202255803767,1957.2022831050228,High (>10),Stratovolcanoes
214070,Ghegham Volcanic Ridge,Armenia,40.283,45.0,0.0,-1900.0,0.0,1,1900-BCE-00-00,-1900.0833333333333,-1899.9972602739729,Low (0-2),Volcanic Fields
321020,Glacier Peak,United States,48.112,-121.113,2.0,1700.0,0.0,8,1700-00-00,1699.9166666666667,1700.0027397260274,Medium (3-10),Stratovolcanoes
323170,Golden Trout Creek,United States,36.358,-118.32,2.0,-5550.0,0.0,1,5550-BCE-00-00,-5550.083333333333,-5549.997260273973,Low (0-2),Volcanic Fields
300070,Gorely,Russia,52.559,158.03,1.0,2010.0,6.0,53,2010-06-06,2010.4330924222515,2010.4331050228311,High (>10),Calderas
382040,Graciosa,Portugal,39.02,-27.97,2.0,-1950.0,0.0,1,1950-BCE-00-00,-1950.0833333333333,-1949.9972602739729,Low (0-2),Stratovolcanoes
383040,Gran Canaria,Spain,28.0,-15.58,2.0,40.0,0.0,11,0040-00-00,39.91666666666666,40.0027397260274,High (>10),Fissure Vents
371060,Grimsnes,Iceland,64.05,-20.883,2.0,-3500.0,0.0,11,3500-BCE-00-00,-3500.083333333333,-3499.9972602739726,High (>10),Craters and Cones
373010,Grimsvotn,Iceland,64.416,-17.316,4.0,2011.0,21.0,86,2011-05-21,2011.39082347788,2011.390867579909,High (>10),Calderas
352020,Guagua Pichincha,Ecuador,-0.171,-78.598,1.0,2009.0,16.0,44,2009-02-16,2009.127135348226,2009.127168949772,High (>10),Stratovolcanoes
263130,Guntur,Indonesia,-7.143,107.84,2.0,1887.0,0.0,27,1887-00-00,1886.9166666666667,1887.0027397260276,High (>10),Complex
284050,Hachijojima,Japan,33.137,139.766,2.0,1707.0,0.0,19,1707-00-00,1706.9166666666667,1707.0027397260274,High (>10),Stratovolcanoes
283250,Hachimantai,Japan,39.958,140.854,2.0,-5350.0,0.0,2,5350-BCE-00-00,-5350.083333333333,-5349.997260273973,Low (0-2),Stratovolcanoes
275001,Hainan Volcanic Field,China,19.905,110.229,2.0,1933.0,26.0,2,1933-06-26,1933.4878449408675,1933.487899543379,Low (0-2),Craters and Cones
283280,Hakkodasan,Japan,40.659,140.877,1.0,1550.0,0.0,7,1550-00-00,1549.9166666666667,1550.0027397260274,Medium (3-10),Stratovolcanoes
283020,Hakoneyama,Japan,35.233,139.021,1.0,2015.0,29.0,8,2015-06-29,2015.49605781866,2015.4961187214608,Medium (3-10),Complex
283050,Hakusan,Japan,36.155,136.771,2.0,1659.0,21.0,26,1659-04-21,1659.3074901445466,1659.3075342465754,High (>10),Stratovolcanoes
332060,Haleakala,United States,20.708,-156.25,2.0,1750.0,0.0,40,1750-00-00,1749.9166666666667,1750.0027397260274,High (>10),Shield
306040,Halla,South Korea,33.361,126.53,2.0,1007.0,0.0,4,1007-00-00,1006.9166666666666,1007.0027397260274,Medium (3-10),Shield
252100,Hargy,Papua New Guinea,-5.33,151.1,2.0,950.0,0.0,2,0950-00-00,949.9166666666666,950.0027397260274,Low (0-2),Stratovolcanoes
231001,Harrat Ash Shamah,Syria-Jordan-Saudi Arabia,32.333,37.583,0.0,1850.0,0.0,2,1850-00-00,1849.9166666666667,1850.0027397260276,Low (0-2),Volcanic Fields
283122,Harunasan,Japan,36.477,138.851,5.0,550.0,1.0,3,0550-06-01,550.4194042925975,550.4194063926941,Medium (3-10),Stratovolcanoes
213002,Hasan Dagi,Turkey,38.13,34.17,2.0,-6750.0,0.0,2,6750-BCE-00-00,-6750.083333333333,-6749.997260273973,Low (0-2),Stratovolcanoes
231110,"Haylan, Jabal",Yemen,15.4,45.1,0.0,-1200.0,0.0,1,1200-BCE-00-00,-1200.0833333333333,-1199.9972602739726,Low (0-2),Volcanic Fields
241140,Healy,New Zealand,-35.004,178.973,2.0,1360.0,0.0,1,1360-00-00,1359.9166666666667,1360.0027397260274,Low (0-2),Others
234010,Heard,Australia,-53.106,73.513,0.0,2012.0,5.0,13,2012-09-05,2012.680354796321,2012.680365296804,High (>10),Stratovolcanoes
372070,Hekla,Iceland,63.983,-19.666,3.0,2000.0,26.0,65,2000-02-26,2000.154511607534,2000.1545662100457,High (>10),Stratovolcanoes
324040,Hell's Half Acre,United States,43.5,-112.45,0.0,-3250.0,0.0,1,3250-BCE-00-00,-3250.083333333333,-3249.9972602739726,Low (0-2),Shield
371050,Hengill,Iceland,64.083,-21.416,2.0,150.0,0.0,13,0150-00-00,149.91666666666666,150.0027397260274,High (>10),Craters and Cones
383020,Hierro,Spain,27.73,-18.03,2.0,2011.0,10.0,7,2011-10-10,2011.777376259308,2011.777397260274,Medium (3-10),Shield
283131,Hiuchigatake,Japan,36.955,139.285,2.0,1544.0,28.0,2,1544-07-28,1544.5766535260625,1544.5767123287671,Low (0-2),Stratovolcanoes
390110,Hodson,United Kingdom,-56.712,-27.176,2.0,1930.0,0.0,2,1930-00-00,1929.9166666666667,1930.0027397260276,Low (0-2),Stratovolcanoes
285020,Hokkaido-Komagatake,Japan,42.063,140.677,1.0,2000.0,4.0,24,2000-09-04,2000.6776171703896,2000.677625570776,High (>10),Stratovolcanoes
322010,Hood,United States,45.374,-121.695,2.0,1907.0,28.0,9,1907-08-28,1907.6599868593955,1907.6600456621004,Medium (3-10),Stratovolcanoes
320080,Hoodoo Mountain,Canada,56.78,-131.28,0.0,-7050.0,0.0,1,7050-BCE-00-00,-7050.083333333333,-7049.997260273973,Low (0-2),Others
332040,Hualalai,United States,19.692,-155.87,0.0,1800.0,0.0,22,1800-00-00,1799.9166666666667,1800.0027397260274,High (>10),Shield
354005,Huambo,Peru,-15.83,-72.13,2.0,-700.0,0.0,1,700-BCE-00-00,-700.0833333333334,-699.9972602739726,Low (0-2),Volcanic Fields
357123,Huanquihue Group,Argentina,-39.887,-71.58,2.0,1750.0,0.0,1,1750-00-00,1749.9166666666667,1750.0027397260274,Low (0-2),Stratovolcanoes
354030,Huaynaputina,Peru,-16.608,-70.85,6.0,1600.0,17.0,2,1600-02-17,1600.1298729741568,1600.129908675799,Low (0-2),Stratovolcanoes
390028,Hudson Mountains,Antarctica,-74.33,-99.42,2.0,1985.0,2.0,2,1985-07-02,1985.5054752518613,1985.5054794520547,Low (0-2),Stratovolcanoes
358057,"Hudson, Cerro",Chile,-45.9,-72.97,2.0,2011.0,26.0,15,2011-10-26,2011.8211782742003,2011.8212328767124,High (>10),Stratovolcanoes
358030,Huequi,Chile,-42.377,-72.578,2.0,1920.0,0.0,7,1920-00-00,1919.9166666666667,1920.0027397260276,Medium (3-10),Lava Domes
341093,"Humeros, Los",Mexico,19.68,-97.45,2.0,-4470.0,0.0,1,4470-BCE-00-00,-4470.083333333333,-4469.997260273973,Low (0-2),Calderas
268030,Ibu,Indonesia,1.488,127.63,1.0,2008.0,5.0,5,2008-04-05,2008.263688129654,2008.263698630137,Medium (3-10),Stratovolcanoes
222161,Igwisi Hills,Tanzania,-4.889,31.933,1.0,-10450.0,0.0,1,10450-BCE-00-00,-10450.083333333334,-10449.997260273973,Low (0-2),Craters and Cones
263350,Ijen,Indonesia,-8.058,114.242,1.0,2002.0,29.0,11,2002-07-29,2002.579391151993,2002.5794520547945,High (>10),Stratovolcanoes
313020,Iliamna,United States,60.032,-153.09,2.0,1987.0,19.0,17,1987-03-19,1987.218681559352,1987.2187214611872,High (>10),Stratovolcanoes
264220,Iliboleng,Indonesia,-8.342,123.258,1.0,1993.0,16.0,20,1993-06-16,1993.4604686815596,1993.460502283105,High (>10),Stratovolcanoes
264250,Iliwerung,Indonesia,-8.53,123.57,0.0,2013.0,20.0,15,2013-08-20,2013.6380858519487,2013.638127853881,High (>10),Complex
343060,Ilopango,El Salvador,13.672,-89.053,3.0,1879.0,31.0,2,1879-12-31,1880.0015330705207,1880.001598173516,Low (0-2),Calderas
352004,Imbabura,Ecuador,0.258,-78.183,2.0,-5550.0,0.0,1,5550-BCE-00-00,-5550.083333333333,-5549.997260273973,Low (0-2),Complex
314060,Imuruk Lake,United States,65.517,-163.45,2.0,300.0,0.0,1,0300-00-00,299.9166666666667,300.0027397260274,Low (0-2),Shield
321070,Indian Heaven,United States,45.93,-121.82,2.0,-6250.0,0.0,1,6250-BCE-00-00,-6250.083333333333,-6249.997260273973,Low (0-2),Shield
357041,Infiernillo,Argentina,-35.123,-69.9,2.0,-6890.0,0.0,1,6890-BCE-00-00,-6890.083333333333,-6889.997260273973,Low (0-2),Volcanic Fields
264090,Inielika,Indonesia,-8.73,120.98,2.0,2001.0,11.0,2,2001-01-11,2001.0301138852387,2001.0301369863012,Low (0-2),Complex
264080,Inierie,Indonesia,-8.875,120.95,2.0,-8050.0,0.0,1,8050-BCE-00-00,-8050.083333333333,-8049.997260273973,Low (0-2),Stratovolcanoes
284120,Ioto,Japan,24.751,141.289,1.0,2012.0,10.0,23,2012-02-10,2012.1107095926411,2012.1107305936075,High (>10),Calderas
282020,Io-Torishima,Japan,27.881,128.223,1.0,1968.0,18.0,9,1968-07-18,1968.5492772667544,1968.549315068493,Medium (3-10),Complex
345060,Irazu,Costa Rica,9.979,-83.852,2.0,1994.0,8.0,39,1994-12-08,1994.938567674113,1994.9385844748856,High (>10),Stratovolcanoes
273042,Isarog,Philippines,13.658,123.38,2.0,-3500.0,0.0,1,3500-BCE-00-00,-3500.083333333333,-3499.9972602739726,Low (0-2),Stratovolcanoes
211030,Ischia,Italy,40.73,13.897,2.0,1302.0,18.0,24,1302-01-18,1302.0492772667542,1302.0493150684931,High (>10),Complex
320090,Iskut-Unuk River Cones,Canada,56.58,-130.55,2.0,1904.0,0.0,8,1904-00-00,1903.9166666666667,1904.0027397260276,Medium (3-10),Craters and Cones
233014,Itasy Volcanic Field,Madagascar,-19.033,46.7,2.0,-6050.0,0.0,2,6050-BCE-00-00,-6050.083333333333,-6049.997260273973,Low (0-2),Craters and Cones
283270,Iwakisan,Japan,40.656,140.303,1.0,1863.0,23.0,29,1863-03-23,1863.2296320630749,1863.2296803652969,High (>10),Stratovolcanoes
283240,Iwatesan,Japan,39.853,141.001,2.0,1934.0,0.0,31,1934-07-00,1934.5,1934.5027397260276,High (>10),Complex
264110,Iya,Indonesia,-8.891,121.641,1.0,1971.0,16.0,11,1971-06-16,1971.4604686815596,1971.460502283105,High (>10),Stratovolcanoes
263330,Iyang-Argapura,Indonesia,-7.97,113.57,2.0,1597.0,0.0,1,1597-00-00,1596.9166666666667,1597.0027397260274,Low (0-2),Complex
284010,Izu-Oshima,Japan,34.724,139.394,2.0,1990.0,4.0,108,1990-10-04,1990.7609505037235,1990.7609589041097,High (>10),Stratovolcanoes
283010,Izu-Tobu,Japan,34.9,139.098,1.0,1989.0,13.0,7,1989-07-13,1989.5355891371005,1989.535616438356,Medium (3-10),Craters and Cones
284090,Izu-Torishima,Japan,30.484,140.303,2.0,2013.0,6.0,7,2013-07-06,2013.5164257555848,2013.5164383561644,Medium (3-10),Stratovolcanoes
376010,Jan Mayen,Norway,71.082,-8.155,0.0,1985.0,6.0,8,1985-01-06,1985.0164257555848,1985.0164383561644,Medium (3-10),Stratovolcanoes
322020,Jefferson,United States,44.674,-121.8,2.0,950.0,0.0,2,0950-00-00,949.9166666666666,950.0027397260274,Low (0-2),Stratovolcanoes
305040,Jingbo,China,44.08,128.83,2.0,-520.0,0.0,3,520-BCE-00-00,-520.0833333333334,-519.9972602739726,Medium (3-10),Volcanic Fields
302060,Jom-Bolok,Russia,52.713,99.021,2.0,-5180.0,0.0,1,5180-BCE-00-00,-5180.083333333333,-5179.997260273973,Low (0-2),Volcanic Fields
322190,Jordan Craters,United States,43.147,-117.46,2.0,-1250.0,0.0,1,1250-BCE-00-00,-1250.0833333333333,-1249.9972602739726,Low (0-2),Volcanic Fields
261220,Kaba,Indonesia,-3.522,102.615,1.0,2000.0,22.0,13,2000-08-22,2000.6435611038107,2000.643607305936,High (>10),Stratovolcanoes
241010,Kaikohe-Bay of Islands,New Zealand,-35.3,173.9,2.0,400.0,0.0,1,0400-00-00,399.9166666666667,400.0027397260274,Low (0-2),Volcanic Fields
284100,Kaitoku Seamount,Japan,26.127,141.102,0.0,1986.0,18.0,4,1986-06-18,1986.465943933421,1986.46598173516,Medium (3-10),Others
311110,Kanaga,United States,51.923,-177.168,2.0,2012.0,18.0,24,2012-02-18,2012.132610600088,2012.1326484018264,High (>10),Stratovolcanoes
272020,Kanlaon,Philippines,10.412,123.132,2.0,2017.0,9.0,31,2017-12-09,2017.941305300044,2017.9413242009127,High (>10),Stratovolcanoes
223040,Karisimbi,DR Congo-Rwanda,-1.506,29.45,2.0,-8050.0,0.0,1,8050-BCE-00-00,-8050.083333333333,-8049.997260273973,Low (0-2),Stratovolcanoes
251030,Karkar,Papua New Guinea,-4.649,145.964,1.0,2014.0,26.0,19,2014-03-26,2014.2378449408675,2014.237899543379,High (>10),Stratovolcanoes
233010,Karthala,Comoros,-11.75,43.38,2.0,2007.0,12.0,35,2007-01-12,2007.0328515111696,2007.0328767123287,High (>10),Shield
300130,Karymsky,Russia,54.049,159.443,2.0,2019.0,16.0,53,2019-02-16,2019.127135348226,2019.127168949772,High (>10),Stratovolcanoes
372030,Katla,Iceland,63.633,-19.083,0.0,1999.0,17.0,132,1999-07-17,1999.5465396408235,1999.5465753424655,High (>10),Others
312170,Katmai,United States,58.28,-154.963,2.0,1931.0,8.0,6,1931-05-08,1931.35523434078,1931.3552511415528,Medium (3-10),Stratovolcanoes
214020,Kazbek,Georgia,42.7,44.5,2.0,-750.0,0.0,2,750-BCE-00-00,-750.0833333333334,-749.9972602739726,Low (0-2),Stratovolcanoes
264140,Kelimutu,Indonesia,-8.77,121.82,1.0,1968.0,3.0,3,1968-06-03,1968.4248795444591,1968.4248858447488,Medium (3-10),Complex
263280,Kelut,Indonesia,-7.93,112.308,4.0,2014.0,13.0,41,2014-02-13,2014.1189224704335,2014.1189497716896,High (>10),Stratovolcanoes
261170,Kerinci,Indonesia,-1.697,101.264,1.0,2018.0,21.0,37,2018-04-21,2018.3074901445464,2018.3075342465756,High (>10),Stratovolcanoes
290200,Ketoi,Russia,47.35,152.475,1.0,2018.0,21.0,5,2018-09-21,2018.724156811213,2018.724200913242,Medium (3-10),Stratovolcanoes
290300,Kharimkotan,Russia,49.12,154.508,5.0,1933.0,8.0,6,1933-01-08,1933.0219010074463,1933.021917808219,Medium (3-10),Stratovolcanoes
231060,"Khaybar, Harrat",Saudi Arabia,25.0,39.92,2.0,650.0,0.0,1,0650-00-00,649.9166666666666,650.0027397260274,Low (0-2),Volcanic Fields
300053,Khodutka,Russia,52.062,157.711,0.0,-300.0,0.0,3,300-BCE-00-00,-300.0833333333333,-299.9972602739726,Medium (3-10),Stratovolcanoes
360160,Kick 'em Jenny,Grenada,12.3,-61.64,0.0,2017.0,29.0,15,2017-03-29,2017.24605781866,2017.2461187214608,High (>10),Others
282060,Kikai,Japan,30.793,130.305,2.0,2019.0,2.0,25,2019-11-02,2019.838808585195,2019.838812785388,High (>10),Calderas
300180,Kikhpinych,Russia,54.489,160.251,2.0,1550.0,0.0,8,1550-00-00,1549.9166666666667,1550.0027397260274,Medium (3-10),Stratovolcanoes
332010,Kilauea,United States,19.421,-155.287,3.0,1983.0,3.0,96,1983-01-03,1983.0082128777924,1983.0082191780823,High (>10),Shield
282090,Kirishimayama,Japan,31.934,130.862,3.0,2018.0,1.0,85,2018-03-01,2018.1694042925972,2018.169406392694,High (>10),Shield
284110,Kita-Ioto,Japan,25.424,141.284,0.0,2003.0,4.0,19,2003-11-04,2003.8442838370563,2003.844292237443,High (>10),Stratovolcanoes
300260,Klyuchevskoy,Russia,56.056,160.642,2.0,2019.0,24.0,111,2019-10-24,2019.815703022339,2019.8157534246573,High (>10),Stratovolcanoes
290120,Kolokol Group,Russia,46.042,150.083,2.0,2009.0,26.0,11,2009-08-26,2009.654511607534,2009.6545662100457,High (>10),Stratovolcanoes
221200,Kone,Ethiopia,8.788,39.701,1.0,1820.0,0.0,1,1820-00-00,1819.9166666666667,1820.0027397260276,Low (0-2),Calderas
311161,Korovin,United States,52.381,-174.166,1.0,2006.0,25.0,14,2006-11-25,2006.9017739816031,2006.9018264840183,High (>10),Stratovolcanoes
300020,Koshelev,Russia,51.356,156.753,2.0,1741.0,0.0,5,1741-00-00,1740.9166666666667,1741.0027397260274,Medium (3-10),Stratovolcanoes
300122,Kostakan,Russia,53.83,158.05,1.0,1350.0,0.0,6,1350-00-00,1349.9166666666667,1350.0027397260274,Medium (3-10),Craters and Cones
284030,Kozushima,Japan,34.219,139.153,4.0,838.0,2.0,5,0838-08-02,838.5888085851949,838.5888127853881,Medium (3-10),Lava Domes
373080,Krafla,Iceland,65.715,-16.728,0.0,1984.0,4.0,24,1984-09-04,1984.6776171703896,1984.677625570776,High (>10),Calderas
262000,Krakatau,Indonesia,-6.102,105.423,3.0,2018.0,18.0,56,2018-06-18,2018.465943933421,2018.46598173516,High (>10),Calderas
300190,Krasheninnikov,Russia,54.596,160.27,2.0,1550.0,0.0,31,1550-00-00,1549.9166666666667,1550.0027397260274,High (>10),Calderas
252070,Krummel-Garbuna-Welcker,Papua New Guinea,-5.416,150.027,2.0,2008.0,13.0,4,2008-07-13,2008.5355891371005,2008.535616438356,Medium (3-10),Stratovolcanoes
371030,Krysuvik,Iceland,63.883,-22.083,1.0,1340.0,0.0,11,1340-00-00,1339.9166666666667,1340.0027397260274,High (>10),Craters and Cones
300050,Ksudach,Russia,51.844,157.572,5.0,1907.0,28.0,15,1907-03-28,1907.2433201927288,1907.2433789954337,High (>10),Stratovolcanoes
282050,Kuchinoerabujima,Japan,30.443,130.217,2.0,2020.0,11.0,30,2020-01-11,2020.0301138852387,2020.0301369863012,High (>10),Stratovolcanoes
282043,Kuchinoshima,Japan,29.968,129.926,2.0,1190.0,0.0,4,1190-00-00,1189.9166666666667,1190.0027397260274,Medium (3-10),Stratovolcanoes
282120,Kujusan,Japan,33.086,131.249,1.0,1995.0,11.0,14,1995-10-11,1995.7801138852387,1995.7801369863012,High (>10),Stratovolcanoes
304030,Kunlun Volcanic Group,China,35.52,80.2,2.0,1951.0,27.0,2,1951-05-27,1951.4072492334649,1951.407305936073,Low (0-2),Craters and Cones
283210,Kurikomayama,Japan,38.961,140.788,2.0,1950.0,15.0,8,1950-01-15,1950.0410643889616,1950.041095890411,Medium (3-10),Stratovolcanoes
300023,Kurile Lake,Russia,51.45,157.12,7.0,-6440.0,0.0,2,6440-BCE-00-00,-6440.083333333333,-6439.997260273973,Low (0-2),Calderas
283120,Kusatsu-Shiranesan,Japan,36.618,138.528,1.0,2018.0,23.0,31,2018-01-23,2018.0629653964083,2018.06301369863,High (>10),Stratovolcanoes
285080,Kussharo,Japan,43.615,144.427,2.0,1320.0,0.0,6,1320-00-00,1319.9166666666667,1320.0027397260274,Medium (3-10),Calderas
285034,Kuttara,Japan,42.491,141.16,1.0,1820.0,0.0,3,1820-00-00,1819.9166666666667,1820.0027397260276,Medium (3-10),Stratovolcanoes
257070,Kuwae,Vanuatu,-16.829,168.536,0.0,1980.0,20.0,18,1980-08-20,1980.6380858519487,1980.638127853881,High (>10),Calderas
373050,Kverkfjoll,Iceland,64.653,-16.647,0.0,1968.0,23.0,8,1968-05-23,1968.3962987297416,1968.3963470319636,Medium (3-10),Stratovolcanoes
222170,Kyejo,Tanzania,-9.229,33.792,2.0,1800.0,0.0,1,1800-00-00,1799.9166666666667,1800.0027397260274,Low (0-2),Stratovolcanoes
383010,La Palma,Spain,28.57,-17.83,2.0,1971.0,26.0,13,1971-10-26,1971.8211782742003,1971.8212328767124,High (>10),Stratovolcanoes
263320,Lamongan,Indonesia,-7.981,113.341,2.0,1953.0,4.0,42,1953-04-04,1953.2609505037235,1953.2609589041097,High (>10),Stratovolcanoes
252010,Langila,Papua New Guinea,-5.525,148.42,2.0,2016.0,2.0,27,2016-04-02,2016.2554752518613,2016.2554794520547,High (>10),Complex
371080,Langjokull,Iceland,64.85,-19.7,2.0,950.0,0.0,6,0950-00-00,949.9166666666666,950.0027397260274,Medium (3-10),Others
357122,Lanin,Chile-Argentina,-39.637,-71.502,2.0,560.0,0.0,8,0560-00-00,559.9166666666666,560.0027397260274,Medium (3-10),Stratovolcanoes
383060,Lanzarote,Spain,29.03,-13.63,2.0,1824.0,31.0,4,1824-07-31,1824.584866403855,1824.5849315068488,Medium (3-10),Fissure Vents
355100,Lascar,Chile,-23.37,-67.73,2.0,2015.0,30.0,36,2015-10-30,2015.832128777924,2015.8321917808216,High (>10),Stratovolcanoes
323080,Lassen Volcanic Center,United States,40.492,-121.508,3.0,1914.0,30.0,7,1914-05-30,1914.415462111257,1914.4155251141556,Medium (3-10),Stratovolcanoes
263260,Lawu,Indonesia,-7.625,111.192,1.0,1885.0,28.0,2,1885-11-28,1885.9099868593955,1885.9100456621004,Low (0-2),Stratovolcanoes
222120,"Lengai, Ol Doinyo",Tanzania,-2.764,35.914,0.0,2017.0,9.0,29,2017-04-09,2017.2746386333768,2017.274657534247,High (>10),Stratovolcanoes
271031,Leonard Range,Philippines,7.382,126.047,2.0,120.0,0.0,3,0120-00-00,119.91666666666669,120.0027397260274,Medium (3-10),Stratovolcanoes
264200,Leroboleng,Indonesia,-8.365,122.833,3.0,2003.0,26.0,4,2003-06-26,2003.4878449408675,2003.487899543379,Medium (3-10),Complex
264180,Lewotobi,Indonesia,-8.542,122.775,2.0,2014.0,6.0,24,2014-10-06,2014.7664257555848,2014.7664383561644,High (>10),Stratovolcanoes
360030,Liamuiga,Saint Kitts and Nevis,17.37,-62.8,2.0,1843.0,8.0,5,1843-02-08,1843.10523434078,1843.1052511415528,Medium (3-10),Stratovolcanoes
211042,Lipari,Italy,38.49,14.933,2.0,1230.0,0.0,3,1230-00-00,1229.9166666666667,1230.0027397260274,Medium (3-10),Stratovolcanoes
370030,Ljosufjoll,Iceland,64.9,-22.483,2.0,960.0,0.0,5,0960-00-00,959.9166666666666,960.0027397260274,Medium (3-10),Fissure Vents
357110,Llaima,Chile,-38.692,-71.729,3.0,2008.0,1.0,58,2008-01-01,2008.0027376259309,2008.0027397260276,High (>10),Stratovolcanoes
266100,Lokon-Empung,Indonesia,1.358,124.792,1.0,2015.0,30.0,31,2015-08-30,2015.665462111257,2015.6655251141556,High (>10),Stratovolcanoes
252130,Lolobau,Papua New Guinea,-4.92,151.158,4.0,1911.0,0.0,4,1911-00-00,1910.9166666666667,1911.0027397260276,Medium (3-10),Calderas
