volcano_number,volcano_name,country,latitude,longitude,vei,start_year,start_day,eruption_times,eruption_start_time,eruption_start_time_numeric,eruption_start_time_numeric_full,eruption_frequency,primary_volcano_type
311080,Tanaga,United States,51.885,-178.146,0.0,1914.0,0.0,8,1914-00-00,1913.9166666666667,1914.0027397260276,Medium (3-10),Stratovolcanoes
261150,Tandikat-Singgalang,Indonesia,-0.39,100.331,1.0,1924.0,0.0,4,1924-04-00,1924.25,1924.2527397260276,Medium (3-10),Stratovolcanoes
266130,Tangkoko-Duasudara,Indonesia,1.518,125.185,1.0,1880.0,0.0,7,1880-00-00,1879.9166666666667,1880.0027397260276,Medium (3-10),Stratovolcanoes
263090,Tangkuban Parahu,Indonesia,-6.77,107.6,2.0,2019.0,26.0,22,2019-07-26,2019.5711782742003,2019.5712328767124,High (>10),Stratovolcanoes
290310,Tao-Rusyr Caldera,Russia,49.35,154.7,3.0,1952.0,12.0,2,1952-11-12,1952.8661848445029,1952.866210045662,Low (0-2),Stratovolcanoes
241030,Taranaki,New Zealand,-39.3,174.07,2.0,1854.0,0.0,43,1854-00-00,1853.9166666666667,1854.0027397260276,High (>10),Stratovolcanoes
303010,Taryatu-Chulutu,Mongolia,48.133,99.95,2.0,-2980.0,0.0,1,2980-BCE-00-00,-2980.083333333333,-2979.9972602739726,Low (0-2),Volcanic Fields
281032,Tatun Volcanic Group,Taiwan,25.178,121.553,0.0,648.0,0.0,2,0648-00-00,647.9166666666666,648.0027397260274,Low (0-2),Lava Domes
241070,Taupo,New Zealand,-38.82,176.0,0.0,260.0,0.0,25,0260-00-00,259.9166666666667,260.0027397260274,High (>10),Calderas
245010,Taveuni,Fiji,-16.82,-179.97,0.0,1550.0,0.0,34,1550-00-00,1549.9166666666667,1550.0027397260274,High (>10),Shield
343080,Tecapa,El Salvador,13.494,-88.502,2.0,1878.0,2.0,1,1878-10-02,1878.7554752518613,1878.7554794520547,Low (0-2),Stratovolcanoes
342120,Tecuamburro,Guatemala,14.156,-90.407,2.0,-960.0,0.0,1,960-BCE-00-00,-960.0833333333334,-959.9972602739726,Low (0-2),Stratovolcanoes
344040,Telica,Nicaragua,12.606,-86.84,1.0,2018.0,21.0,50,2018-06-21,2018.474156811213,2018.474200913242,High (>10),Stratovolcanoes
261050,"Telong, Bur ni",Indonesia,4.769,96.821,2.0,1937.0,0.0,6,1937-00-00,1936.9166666666667,1937.0027397260276,Medium (3-10),Stratovolcanoes
213030,Tenduruk Dagi,Turkey,39.356,43.874,2.0,1855.0,0.0,2,1855-00-00,1854.9166666666667,1855.0027397260276,Low (0-2),Shield
383030,Tenerife,Spain,28.271,-16.641,2.0,1909.0,18.0,46,1909-11-18,1909.882610600088,1909.8826484018264,High (>10),Stratovolcanoes
275110,Tengchong,China,25.23,98.5,2.0,1609.0,0.0,2,1609-00-00,1608.9166666666667,1609.0027397260274,Low (0-2),Craters and Cones
263310,Tengger Caldera,Indonesia,-7.942,112.95,2.0,2019.0,18.0,69,2019-02-18,2019.132610600088,2019.1326484018264,High (>10),Stratovolcanoes
382050,Terceira,Portugal,38.73,-27.32,0.0,1998.0,25.0,15,1998-11-25,1998.9017739816031,1998.9018264840183,High (>10),Stratovolcanoes
373090,Theistareykir,Iceland,65.833,-17.166,0.0,-900.0,0.0,3,900-BCE-00-00,-900.0833333333334,-899.9972602739726,Medium (3-10),Shield
322070,Three Sisters,United States,44.133,-121.767,2.0,1853.0,0.0,7,1853-07-00,1853.5,1853.5027397260276,Medium (3-10),Complex
256010,Tinakula,Solomon Islands,-10.386,165.804,2.0,2018.0,8.0,27,2018-12-08,2018.938567674113,2018.9385844748856,High (>10),Stratovolcanoes
357030,Tinguiririca,Chile,-34.814,-70.352,2.0,1994.0,15.0,2,1994-01-15,1994.0410643889616,1994.041095890411,Low (0-2),Stratovolcanoes
300560,Titila,Russia,57.406,160.108,2.0,-550.0,0.0,1,550-BCE-00-00,-550.0833333333334,-549.9972602739726,Low (0-2),Shield
373100,Tjornes Fracture Zone,Iceland,66.309,-17.118,2.0,1867.0,0.0,1,1867-12-00,1867.9166666666667,1867.919406392694,Low (0-2),Others
243060,Tofua,Tonga,-19.75,-175.07,1.0,2004.0,19.0,11,2004-03-19,2004.218681559352,2004.2187214611872,High (>10),Calderas
285050,Tokachidake,Japan,43.418,142.686,1.0,2004.0,25.0,28,2004-02-25,2004.1517739816031,2004.1518264840183,High (>10),Stratovolcanoes
300240,Tolbachik,Russia,55.832,160.326,4.0,2012.0,27.0,60,2012-11-27,2012.9072492334649,2012.907305936073,High (>10),Shield
357093,Tolhuaca,Chile,-38.31,-71.645,0.0,-4000.0,0.0,4,4000-BCE-00-00,-4000.0833333333335,-3999.9972602739726,Medium (3-10),Stratovolcanoes
351030,"Tolima, Nevado del",Colombia,4.658,-75.33,2.0,1943.0,0.0,12,1943-03-00,1943.1666666666667,1943.169406392694,High (>10),Stratovolcanoes
341070,"Toluca, Nevado de",Mexico,19.108,-99.758,2.0,-1350.0,0.0,1,1350-BCE-00-00,-1350.0833333333333,-1349.9972602739726,Low (0-2),Stratovolcanoes
290010,Tomariyama [Golovnin],Japan - administered by Russia,43.844,145.504,1.0,1848.0,0.0,3,1848-00-00,1847.9166666666667,1848.0027397260276,Medium (3-10),Calderas
241080,Tongariro,New Zealand,-39.157,175.632,2.0,2012.0,21.0,79,2012-11-21,2012.89082347788,2012.890867579909,High (>10),Stratovolcanoes
372050,Torfajokull,Iceland,63.892,-19.122,2.0,1477.0,0.0,10,1477-03-00,1477.1666666666667,1477.169406392694,Medium (3-10),Stratovolcanoes
284011,Toshima,Japan,34.52,139.279,0.0,-4550.0,0.0,1,4550-BCE-00-00,-4550.083333333333,-4549.997260273973,Low (0-2),Stratovolcanoes
283271,Towada,Japan,40.51,140.88,5.0,915.0,17.0,8,0915-08-17,915.6298729741568,915.6299086757992,Medium (3-10),Calderas
285030,Toya,Japan,42.544,140.839,2.0,2000.0,31.0,14,2000-03-31,2000.2515330705207,2000.251598173516,High (>10),Stratovolcanoes
257090,Traitor's Head,Vanuatu,-18.754,169.238,2.0,1959.0,2.0,2,1959-07-02,1959.5054752518613,1959.5054794520547,Low (0-2),Stratovolcanoes
312160,Trident,United States,58.236,-155.1,3.0,1974.0,15.0,15,1974-07-15,1974.5410643889616,1974.541095890411,High (>10),Stratovolcanoes
386010,Tristan da Cunha,United Kingdom,-37.092,-12.28,2.0,1961.0,10.0,2,1961-10-10,1961.777376259308,1961.777397260274,Low (0-2),Shield
360100,"Trois Pitons, Morne",Dominica,15.37,-61.33,2.0,920.0,0.0,2,0920-00-00,919.9166666666666,920.0027397260274,Low (0-2),Complex
357072,Tromen,Argentina,-37.144,-70.033,2.0,1822.0,0.0,2,1822-00-00,1821.9166666666667,1822.0027397260276,Low (0-2),Stratovolcanoes
221250,Tullu Moje,Ethiopia,8.159,39.137,2.0,1900.0,0.0,2,1900-00-00,1899.9166666666667,1900.0027397260276,Low (0-2),Craters and Cones
357010,Tupungatito,Chile-Argentina,-33.425,-69.797,2.0,1987.0,28.0,20,1987-11-28,1987.9099868593955,1987.9100456621004,High (>10),Stratovolcanoes
345070,Turrialba,Costa Rica,10.025,-83.767,2.0,2015.0,8.0,21,2015-03-08,2015.188567674113,2015.1885844748856,High (>10),Stratovolcanoes
244020,Tutuila,United States,-14.295,-170.7,3.0,440.0,0.0,1,0440-00-00,439.9166666666667,440.0027397260274,Low (0-2),Craters and Cones
354040,Tutupaca,Peru,-17.026,-70.372,2.0,1902.0,0.0,5,1902-06-00,1902.4166666666667,1902.419406392694,Medium (3-10),Stratovolcanoes
323160,Ubehebe Craters,United States,37.02,-117.45,2.0,-150.0,0.0,1,150-BCE-00-00,-150.08333333333334,-149.9972602739726,Low (0-2),Others
302030,Udokan Plateau,Russia,56.28,117.77,2.0,-220.0,0.0,5,220-BCE-00-00,-220.08333333333331,-219.9972602739726,Medium (3-10),Craters and Cones
312130,Ugashik-Peulik,United States,57.751,-156.368,2.0,1852.0,0.0,5,1852-00-00,1851.9166666666667,1852.0027397260276,Medium (3-10),Stratovolcanoes
329010,Uinkaret Field,United States,36.38,-113.13,1.0,1100.0,0.0,1,1100-00-00,1099.9166666666667,1100.0027397260274,Low (0-2),Volcanic Fields
312131,Ukinrek Maars,United States,57.832,-156.51,3.0,1977.0,30.0,2,1977-03-30,1977.2487954445903,1977.2488584474888,Low (0-2),Others
306030,Ulreung,South Korea,37.5,130.87,2.0,-2990.0,0.0,3,2990-BCE-00-00,-2990.083333333333,-2989.9972602739726,Medium (3-10),Stratovolcanoes
282100,Unzendake,Japan,32.761,130.299,2.0,1996.0,10.0,15,1996-02-10,1996.1107095926411,1996.1107305936075,High (>10),Complex
300261,Ushkovsky,Russia,56.113,160.509,2.0,1890.0,0.0,3,1890-04-00,1890.25,1890.2527397260276,Medium (3-10),Complex
231020,"Uwayrid, Harrat",Saudi Arabia,27.08,37.25,2.0,640.0,0.0,1,0640-00-00,639.9166666666666,640.0027397260274,Low (0-2),Volcanic Fields
300170,Uzon,Russia,54.5,159.97,2.0,200.0,0.0,4,0200-00-00,199.91666666666663,200.0027397260274,Medium (3-10),Calderas
244000,Vailulu'u,United States,-14.215,-169.058,0.0,2003.0,16.0,3,2003-04-16,2003.293802014893,2003.2938356164384,Medium (3-10),Others
214080,Vaiyots-Sar,Armenia,39.797,45.497,2.0,753.0,0.0,2,0753-00-00,752.9166666666666,753.0027397260274,Low (0-2),Craters and Cones
372010,Vestmannaeyjar,Iceland,63.416,-20.266,3.0,1973.0,23.0,10,1973-01-23,1973.0629653964083,1973.06301369863,Medium (3-10),Others
211020,Vesuvius,Italy,40.821,14.426,3.0,1913.0,5.0,61,1913-07-05,1913.513688129654,1913.513698630137,High (>10),Stratovolcanoes
253030,Victory,Papua New Guinea,-9.2,149.07,2.0,1890.0,0.0,2,1890-00-00,1889.9166666666667,1890.0027397260276,Low (0-2),Stratovolcanoes
357120,Villarrica,Chile,-39.42,-71.93,1.0,2014.0,2.0,164,2014-12-02,2014.9221419185285,2014.9221461187212,High (>10),Stratovolcanoes
300083,Vilyuchik,Russia,52.7,158.28,2.0,-8050.0,0.0,1,8050-BCE-00-00,-8050.083333333333,-8049.997260273973,Low (0-2),Stratovolcanoes
223050,Visoke,DR Congo-Rwanda,-1.458,29.485,1.0,1957.0,1.0,2,1957-08-01,1957.586070959264,1957.5860730593608,Low (0-2),Stratovolcanoes
211050,Vulcano,Italy,38.404,14.962,2.0,1968.0,11.0,46,1968-07-11,1968.5301138852387,1968.5301369863012,High (>10),Stratovolcanoes
211003,Vulsini,Italy,42.6,11.93,2.0,-104.0,0.0,1,104-BCE-00-00,-104.08333333333331,-103.9972602739726,Low (0-2),Calderas
300221,Vysoky,Russia,55.064,160.765,0.0,-550.0,0.0,1,550-BCE-00-00,-550.0833333333334,-549.9972602739726,Low (0-2),Stratovolcanoes
324030,Wapi Lava Field,United States,42.88,-113.22,2.0,-300.0,0.0,1,300-BCE-00-00,-300.0833333333333,-299.9972602739726,Low (0-2),Shield
360101,"Watt, Morne",Dominica,15.307,-61.305,1.0,1997.0,15.0,5,1997-07-15,1997.5410643889616,1997.541095890411,Medium (3-10),Stratovolcanoes
320150,Wells Gray-Clearwater,Canada,52.33,-120.57,2.0,1550.0,0.0,2,1550-00-00,1549.9166666666667,1550.0027397260274,Low (0-2),Craters and Cones
321060,West Crater,United States,45.88,-122.08,2.0,-5750.0,0.0,2,5750-BCE-00-00,-5750.083333333333,-5749.997260273973,Low (0-2),Volcanic Fields
210010,West Eifel Volcanic Field,Germany,50.17,6.85,2.0,-8300.0,0.0,2,8300-BCE-00-00,-8300.083333333334,-8299.997260273973,Low (0-2),Others
243130,West Mata,Tonga,-15.1,-173.75,0.0,2008.0,16.0,1,2008-11-16,2008.877135348226,2008.877168949772,Low (0-2),Others
311340,Westdahl,United States,54.516,-164.65,3.0,1991.0,29.0,8,1991-11-29,1991.9127244853264,1991.912785388128,Medium (3-10),Stratovolcanoes
241040,Whakaari/White Island,New Zealand,-37.52,177.18,2.0,2019.0,9.0,42,2019-12-09,2019.941305300044,2019.9413242009127,High (>10),Stratovolcanoes
263270,Wilis,Indonesia,-7.808,111.758,2.0,1641.0,0.0,1,1641-00-00,1640.9166666666667,1641.0027397260274,Low (0-2),Stratovolcanoes
252080,Witori,Papua New Guinea,-5.576,150.516,2.0,2012.0,3.0,21,2012-05-03,2012.3415462111257,2012.341552511416,High (>10),Calderas
315020,Wrangell,United States,62.006,-144.017,1.0,2002.0,1.0,14,2002-08-01,2002.586070959264,2002.5860730593608,High (>10),Shield
305030,Wudalianchi,China,48.72,126.12,2.0,1776.0,0.0,2,1776-00-00,1775.9166666666667,1776.0027397260274,Low (0-2),Volcanic Fields
283070,Yakedake,Japan,36.227,137.587,1.0,1995.0,11.0,38,1995-02-11,1995.113447218572,1995.1134703196344,High (>10),Stratovolcanoes
231080,"Yar, Jabal",Saudi Arabia,17.05,42.83,2.0,1810.0,0.0,1,1810-00-00,1809.9166666666667,1810.0027397260276,Low (0-2),Volcanic Fields
257100,Yasur,Vanuatu,-19.532,169.447,3.0,1774.0,2.0,4,1774-07-02,1774.5054752518615,1774.5054794520547,Medium (3-10),Stratovolcanoes
300021,Yavinsky,Russia,51.533,156.629,2.0,-4050.0,0.0,1,4050-BCE-00-00,-4050.0833333333335,-4049.9972602739726,Low (0-2),Stratovolcanoes
325010,Yellowstone,United States,44.43,-110.67,2.0,-1350.0,0.0,4,1350-BCE-00-00,-1350.0833333333333,-1349.9972602739726,Medium (3-10),Calderas
282021,Yokoate-jima,Japan,28.797,128.997,2.0,1835.0,0.0,1,1835-00-00,1834.9166666666667,1835.0027397260276,Low (0-2),Stratovolcanoes
283031,Yokodake,Japan,36.087,138.32,2.0,1200.0,0.0,2,1200-00-00,1199.9166666666667,1200.0027397260274,Low (0-2),Stratovolcanoes
282081,Yonemaru-Sumiyoshiike,Japan,31.771,130.592,3.0,-6200.0,0.0,2,6200-BCE-00-00,-6200.083333333333,-6199.997260273973,Low (0-2),Others
285032,Yoteizan,Japan,42.827,140.812,2.0,-1050.0,0.0,2,1050-BCE-00-00,-1050.0833333333333,-1049.9972602739726,Low (0-2),Stratovolcanoes
354050,Yucamane,Peru,-17.184,-70.196,5.0,-1320.0,0.0,1,1320-BCE-00-00,-1320.0833333333333,-1319.9972602739726,Low (0-2),Stratovolcanoes
282130,Yufu-Tsurumi,Japan,33.282,131.39,3.0,867.0,4.0,3,0867-03-04,867.1776171703898,867.1776255707763,Medium (3-10),Lava Domes
311210,Yunaska,United States,52.643,-170.629,3.0,1937.0,3.0,6,1937-11-03,1937.8415462111257,1937.841552511416,Medium (3-10),Shield
283190,Zaozan [Zaosan],Japan,38.144,140.44,1.0,1940.0,18.0,52,1940-05-18,1940.382610600088,1940.3826484018264,High (>10),Complex
300124,Zavaritsky,Russia,53.905,158.385,2.0,-800.0,0.0,2,800-BCE-00-00,-800.0833333333334,-799.9972602739726,Low (0-2),Craters and Cones
390130,Zavodovski,United Kingdom,-56.3,-27.57,1.0,2016.0,30.0,5,2016-03-30,2016.2487954445903,2016.2488584474888,Medium (3-10),Stratovolcanoes
341061,Zitacuaro-Valle de Bravo,Mexico,19.4,-100.25,0.0,-3050.0,0.0,1,3050-BCE-00-00,-3050.083333333333,-3049.9972602739726,Low (0-2),Calderas
221020,Zubair Group,Yemen,15.05,42.18,2.0,2013.0,28.0,4,2013-09-28,2013.7433201927288,2013.7433789954337,Medium (3-10),Shield
327120,Zuni-Bandera,United States,34.8,-108.0,0.0,-1170.0,0.0,2,1170-BCE-00-00,-1170.0833333333333,-1169.9972602739726,Low (0-2),Volcanic Fields
